1 abala abalar VMIP3S0   	NONE	1
1 abandonara abandonar VMIM3S0   	NEGATIVE	0.999982975785681
1 abandonaria abandonar VMIC3S0   	NEGATIVE	0.999982975785681
1 abandonou abandonar VMIS3S0   	NEGATIVE	0.999982975785681
1 Abandonou abandonar VMIS3S0   	NEGATIVE	0.995097263749245
1 abençoarei abençoar VMIF1S0   	NONE	1
1 Abomino abominar VMIP1S0   	NEGATIVE	0.995097263749245
1 abonou abonar VMIS3S0   	NONE	1
1 aborrece aborrecer VMIP3S0   	NEGATIVE	0.999982975785681
1 aborrecia aborrecer VMII3S0   	NEGATIVE	0.999982975785681
1 abraço abraçar VMIP1S0   	NONE	1
1 Abraçou abraçar VMIS3S0   	NONE	1
1 abrangera abranger VMIM3S0   	NONE	1
1 abrangia abranger VMII3S0   	NONE	1
1 Abre abrir VMIP3S0   	NONE	1
1 abrem abrir VMIP3P0   	NONE	1
1 Abria abrir VMII3S0   	NONE	1
1 Abriram abrir VMIS3P0   	NONE	1
1 abriria abrir VMIC3S0   	NONE	1
1 abro abrir VMIP1S0   	NONE	1
1 absolves absolver VMIP2S0   	NONE	1
1 absolvo absolver VMIP1S0   	NONE	1
1 absorve absorver VMIP3S0   	NONE	1
1 absorvera absorver VMIM3S0   	NONE	1
1 absorvia absorver VMII3S0   	NONE	1
1 abundo abundar VMIP1S0   	NONE	1
1 acaba acabar VMIP3S0   	NONE	1
1 acabaria acabar VMIC3S0   	NONE	1
1 acabo acabar VMIP1S0   	NONE	1
1 Acabo acabar VMIP1S0   	NONE	1
1 acabou acabar VMIS3S0   	NONE	1
1 acedeu aceder VMIS3S0   	NONE	1
1 aceito aceitar VMIP1S0   	POSITIVE	0.984298834018796
1 acendeu acender VMIS3S0   	NONE	1
1 Acerca acercar VMIP3S0   	NONE	1
1 acercavam acercar VMII3P0   	NONE	1
1 acerejou acerejar VMIS3S0   	NONE	1
1 acertava acertar VMII3S0   	POSITIVE	0.999991626099726
1 acertou acertar VMIS3S0   	POSITIVE	0.999991626099726
1 acha achar VMIP3S0   	NONE	1
1 achamos achar VMIS1P0   	NONE	1
1 achavam achar VMII3P0   	NONE	1
1 achavas achar VMII2S0   	NONE	1
1 achei achar VMIS1S0   	NONE	1
1 aclamou aclamar VMIS3S0   	NONE	1
1 acomodei acomodar VMIS1S0   	POSITIVE	0.999991626099726
1 acompanhara acompanhar VMIM3S0   	NONE	1
1 acompanhava acompanhar VMII3S0   	NONE	1
1 acompanhei acompanhar VMIS1S0   	NONE	1
1 Aconselharam aconselhar VMIS3P0   	NONE	1
1 aconselhavam aconselhar VMII3P0   	NONE	1
1 aconselhou aconselhar VMIS3S0   	NONE	1
1 Aconselhou aconselhar VMIS3S0   	NONE	1
1 Acontecera acontecer VMIM3S0   	NONE	1
1 acontecia acontecer VMII3S0   	NONE	1
1 acorda acordar VMIP3S0   	POSITIVE	0.994228514744341
1 acordei acordar VMIS1S0   	POSITIVE	0.994228514744341
1 Acordou acordar VMIS3S0   	POSITIVE	0.940020576716479
1 açoreano açoreano VMI0000   	NONE	1
1 Acrescentava acrescentar VMII3S0   	NONE	1
1 Acrescentou acrescentar VMIS3S0   	NONE	1
1 acresceram acrescer VMIS3P0   	NONE	1
1 acrescia acrescer VMII3S0   	NONE	1
1 Acudiu acudir VMIS3S0   	NONE	1
1 acusa acusar VMIP3S0   	NEGATIVE	0.999982975785681
1 adiantaram adiantar VMIS3P0   	NONE	1
1 adiantava adiantar VMII3S0   	NONE	1
1 adiou adiar VMIS3S0   	NONE	1
1 adivinhava adivinhar VMII3S0   	NONE	1
1 adivinhou adivinhar VMIS3S0   	NONE	1
1 admira admirar VMIP3S0   	POSITIVE	0.999991626099726
1 admiravam admirar VMII3P0   	POSITIVE	0.999991626099726
1 Admiro admirar VMIP1S0   	POSITIVE	0.997582431767311
1 admite admitir VMIP3S0   	NONE	1
1 admitiu admitir VMIS3S0   	NONE	1
1 admito admitir VMIP1S0   	NONE	1
1 adoçará adoçar VMIF3S0   	POSITIVE	0.999991626099726
1 adormece adormecer VMIP3S0   	NONE	1
1 adornava adornar VMII3S0   	NONE	1
1 adornei adornar VMIS1S0   	NONE	1
1 afeita afeitar VMIP3S0   	NONE	1
1 Afeita afeitar VMIP3S0   	NONE	1
1 afeitas afeitar VMIP2S0   	NONE	1
1 afeito afeitar VMIP1S0   	NONE	1
1 aferrava aferrar VMII3S0   	NONE	1
1 afervora afervorar VMIP3S0   	NONE	1
1 afervorou afervorar VMIS3S0   	NONE	1
1 afigurava afigurar VMII3S0   	NONE	1
1 afirmo afirmar VMIP1S0   	NONE	1
1 afirmou afirmar VMIS3S0   	NONE	1
1 aflige afligir VMIP3S0   	NEGATIVE	0.999982975785681
1 afocinhava afocinhar VMII3S0   	NONE	1
1 afogava afogar VMII3S0   	NONE	1
1 afogueava afoguear VMII3S0   	NONE	1
1 afoitou afoitar VMIS3S0   	NONE	1
1 afrontará afrontar VMIF3S0   	NONE	1
1 afugentavam afugentar VMII3P0   	NEGATIVE	0.999982975785681
1 agitava agitar VMII3S0   	NONE	1
1 agonizava agonizar VMII3S0   	NONE	1
1 agradecerá agradecer VMIF3S0   	POSITIVE	0.999991626099726
1 agradeceria agradecer VMIC3S0   	POSITIVE	0.999991626099726
1 agradeceu agradecer VMIS3S0   	POSITIVE	0.999991626099726
1 agradeço agradecer VMIP1S0   	POSITIVE	0.999991626099726
1 agravaria agravar VMIC3S0   	NEGATIVE	0.999982975785681
1 aguou aguar VMIS3S0   	NONE	1
1 Ajoelhou ajoelhar VMIS3S0   	NONE	1
1 ajunta ajuntar VMIP3S0   	NONE	1
1 ajuntaram ajuntar VMIS3P0   	NONE	1
1 Ajuntava ajuntar VMII3S0   	NONE	1
1 Ajuntou ajuntar VMIS3S0   	NONE	1
1 ajustou ajustar VMIS3S0   	NONE	1
1 alargava alargar VMII3S0   	NONE	1
1 alcançou alcançar VMIS3S0   	POSITIVE	0.999991626099726
1 alegrou alegrar VMIS3S0   	POSITIVE	0.999991626099726
1 aleijou aleijar VMIS3S0   	NONE	1
1 alento alentar VMIP1S0   	POSITIVE	0.997582431767311
1 aligeiravam aligeirar VMII3P0   	NONE	1
1 alimentava alimentar VMII3S0   	NONE	1
1 alimentei alimentar VMIS1S0   	NONE	1
1 almejava almejar VMII3S0   	NONE	1
1 almoço almoçar VMIP1S0   	NONE	1
1 alojou alojar VMIS3S0   	NONE	1
1 alteravam alterar VMII3P0   	NONE	1
1 altivo altivar VMIP1S0   	NEGATIVE	0.995097263749245
1 alugou alugar VMIS3S0   	NONE	1
1 alumia alumiar VMIP3S0   	NONE	1
1 alvoroçava alvoroçar VMII3S0   	NONE	1
1 alvoroço alvoroçar VMIP1S0   	NEGATIVE	0.995097263749245
1 Ama amar VMIP3S0   	POSITIVE	0.959197956804433
1 amanho amanhar VMIP1S0   	NONE	1
1 amansa amansar VMIP3S0   	NONE	1
1 amarela amarelar VMIP3S0   	NONE	1
1 amargas amargar VMIP2S0   	NEGATIVE	0.999775497203117
1 amargurava amargurar VMII3S0   	NEGATIVE	0.999982975785681
1 amas amar VMIP2S0   	POSITIVE	0.992342342015447
1 amávamos amar VMII1P0   	POSITIVE	0.997426644283833
1 ambicionava ambicionar VMII3S0   	POSITIVE	0.999991626099726
1 ameaça ameaçar VMIP3S0   	NEGATIVE	0.999982975785681
1 ameaçava ameaçar VMII3S0   	NEGATIVE	0.999982975785681
1 ameaçou ameaçar VMIS3S0   	NEGATIVE	0.999982975785681
1 amiga amigar VMIP3S0   	POSITIVE	0.984298834018796
1 amiúdas amiudar VMIP2S0   	NONE	1
1 amou amar VMIS3S0   	POSITIVE	0.997426644283833
1 Amou amar VMIS3S0   	POSITIVE	0.959197956804433
1 Anda andar VMIP3S0   	NONE	1
1 andam andar VMIP3P0   	NONE	1
1 angustiavas angustiar VMII2S0   	NEGATIVE	0.999982975785681
1 Animava animar VMII3S0   	POSITIVE	0.997582431767311
1 Animou animar VMIS3S0   	POSITIVE	0.997582431767311
1 antevia antever VMII3S0   	NONE	1
1 Anunciara anunciar VMIM3S0   	NONE	1
1 apaga apagar VMIP3S0   	NONE	1
1 apagam apagar VMIP3P0   	NONE	1
1 apagara apagar VMIM3S0   	NONE	1
1 apalpa apalpar VMIP3S0   	NONE	1
1 aparecem aparecer VMIP3P0   	NONE	1
1 aparelhou aparelhar VMIS3S0   	NONE	1
1 Apearam apear VMIS3P0   	NONE	1
1 apeava apear VMII3S0   	NONE	1
1 apegaram apegar VMIS3P0   	NONE	1
1 apelava apelar VMII3S0   	NONE	1
1 Apelou apelar VMIS3S0   	NONE	1
1 Apeou apear VMIS3S0   	NONE	1
1 Aperra aperrar VMIP3S0   	NONE	1
1 apertava apertar VMII3S0   	NONE	1
1 apiedara apiedar VMIM3S0   	NONE	1
1 aplacaram aplacar VMIS3P0   	NONE	1
1 apoiou apoiar VMIS3S0   	POSITIVE	0.999991626099726
1 apontara apontar VMIM3S0   	NONE	1
1 apontava apontar VMII3S0   	NONE	1
1 aporfiaram aporfiar VMIS3P0   	NONE	1
1 apoucam apoucar VMIP3P0   	NONE	1
1 aprecia apreciar VMIP3S0   	POSITIVE	0.999991626099726
1 apresentou apresentar VMIS3S0   	NONE	1
1 apressaram apressar VMIS3P0   	NONE	1
1 aproveitarei aproveitar VMIF1S0   	NONE	1
1 aproveito aproveitar VMIP1S0   	NONE	1
1 aprovou aprovar VMIS3S0   	POSITIVE	0.999991626099726
1 aproximava aproximar VMII3S0   	NONE	1
1 aproximou aproximar VMIS3S0   	NONE	1
1 aprumo aprumar VMIP1S0   	NONE	1
1 aquietou aquietar VMIS3S0   	POSITIVE	0.999991626099726
1 ardia arder VMII3S0   	NONE	1
1 arfavam arfar VMII3P0   	NONE	1
1 argumentava argumentar VMII3S0   	NONE	1
1 armam armar VMIP3P0   	NONE	1
1 armaria armar VMIC3S0   	NONE	1
1 armou armar VMIS3S0   	NONE	1
1 aromas aromar VMIP2S0   	NONE	1
1 arquejava arquejar VMII3S0   	NONE	1
1 arrancara arrancar VMIM3S0   	NONE	1
1 arranjarei arranjar VMIF1S0   	POSITIVE	0.999991626099726
1 arranjaste arranjar VMIS2S0   	POSITIVE	0.999991626099726
1 arranjo arranjar VMIP1S0   	POSITIVE	0.999991626099726
1 arrasta arrastar VMIP3S0   	NEGATIVE	0.995097263749245
1 arrebataria arrebatar VMIC3S0   	NEGATIVE	0.999982975785681
1 arrebentas arrebentar VMIP2S0   	NEGATIVE	0.99994252414417
1 arrefece arrefecer VMIP3S0   	NONE	1
1 Arriba arribar VMIP3S0   	NONE	1
1_arrobas arrobar VMIP2S0   	NONE	1
1 arrumava arrumar VMII3S0   	POSITIVE	0.999637319793272
1 artificiais artificiar VMIP2P0   	NONE	1
1 asa asar VMIP3S0   	NONE	1
1 aspiravam aspirar VMII3P0   	POSITIVE	0.999991626099726
1 assacou assacar VMIS3S0   	NEGATIVE	0.999982975785681
1 assaltam assaltar VMIP3P0   	NEGATIVE	0.999982975785681
1 assassino assassinar VMIP1S0   	NEGATIVE	0.999982975785681
1 asseguravam assegurar VMII3P0   	POSITIVE	0.999991626099726
1 assentou assentar VMIS3S0   	POSITIVE	0.999991626099726
1 asseverou asseverar VMIS3S0   	POSITIVE	0.999991626099726
1 assina assinar VMIP3S0   	POSITIVE	0.999991626099726
1 assinaram assinar VMIS3P0   	POSITIVE	0.999991626099726
1 assinei assinar VMIS1S0   	POSITIVE	0.999991626099726
1 assistiu assistir VMIS3S0   	NONE	1
1 assombram assombrar VMIP3P0   	NONE	1
1 assombrava assombrar VMII3S0   	NONE	1
1 Assombrou assombrar VMIS3S0   	NONE	1
1 assumiu assumir VMIS3S0   	NONE	1
1 assustavam assustar VMII3P0   	NEGATIVE	0.999982975785681
1 atenda atendar VMIP3S0   	NONE	1
1 atento atentar VMIP1S0   	POSITIVE	0.974102470965905
1 aterra aterrar VMIP3S0   	NEGATIVE	0.999982975785681
1 atinava atinar VMII3S0   	NONE	1
1 atingem atingir VMIP3P0   	POSITIVE	0.999991626099726
1 atinou atinar VMIS3S0   	NONE	1
1 atiraste atirar VMIS2S0   	NONE	1
1 atirou atirar VMIS3S0   	NONE	1
